area_type,price,total_sqft,location,size,availability,bath,balcony,SwimmingPool,society,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator
Built-up  Area,4545000,1045,Horamavu,4 BHK,Ready To Move,4,1,0,,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,8779000,1245,Kannur on Thanisandra Main Road,3 BHK,22-Dec,2,1,1,Sabixtt,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,22000000,1833,ITPL,2 BHK,Ready To Move,2,1,1,,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,5329000,969,Sarjapur Road Wipro To Railway Crossing,3 BHK,Ready To Move,3,1,1,Sragei ,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7500000,1100,RMV Extension Stage 2,2 BHK,22-Jan,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,3779999,900,Kudlu,2 BHK,Ready To Move,2,1,0,SyidaCr,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Plot  Area,8954000,1216,Varthur,7 Bedroom,Ready To Move,7,1,1,,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Built-up  Area,9000000,1306,Talaghattapura,3 BHK,Ready To Move,3,1,1,Jahts H,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Plot  Area,25800000,1866,Koramangala,3 Bedroom,Ready To Move,3,1,1,Inensba,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,8954000,1216,Varthur,2 BHK,Ready To Move,1,1,1,Itelaa ,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Plot  Area,13100000,1846,Narayanapura on Hennur Main Road,4 Bedroom,Ready To Move,4,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,8218000,1505,Electronic City Phase 2,3 BHK,Ready To Move,3,1,1,Srier P,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,8656000,1502,Jakkur,2 BHK,Ready To Move,2,1,1,Wiowsri,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,7520000,1675,Doddanekundi,2 BHK,18-Aug,2,0,0,Derdsig,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6148000,1083,Kumbalgodu,2 BHK,19-Mar,2,1,1,Vaarech,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,11000000,1805,Begur,3 BHK,18-May,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,11399999,1880,Begur,3 BHK,19-Jan,2,1,1,TiaksAa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,13000000,2180,Begur,8 Bedroom,Ready To Move,8,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,11299999,1850,Begur,5 BHK,19-Dec,5,1,1,LedorSa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,4900000,1188,Kannur on Thanisandra Main Road,3 BHK,Ready To Move,3,1,1,HMwerCo,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,5002000,1215,Kannur on Thanisandra Main Road,2 BHK,Ready To Move,2,1,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,5036000,1224,Kannur on Thanisandra Main Road,2 BHK,17-Jul,2,1,1,ViensRK,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6736000,1350,Doddanekundi,7 BHK,Ready To Move,7,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,8233000,1650,Doddanekundi,3 BHK,Ready To Move,3,0,0,Somumys,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6761000,1355,Doddanekundi,2 BHK,Ready To Move,2,0,0,HoiewLa,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6611000,1325,Doddanekundi,3 BHK,Ready To Move,3,0,0,Dwity T,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Plot  Area,6287000,1260,Doddanekundi,6 Bedroom,Ready To Move,5,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6437000,1290,Doddanekundi,3 BHK,19-Apr,4,0,0,Brama P,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6112000,1225,Doddanekundi,2 BHK,Ready To Move,2,0,0,VBownre,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6487000,1300,Doddanekundi,3 BHK,18-May,2,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,9412000,1247,Dasarahalli on Tumkur Road,3 BHK,Ready To Move,4,1,1,Betatsi,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,10500000,1486,Dasarahalli on Tumkur Road,2 BHK,Ready To Move,2,1,1,Prcan P,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,10200000,1433,Dasarahalli on Tumkur Road,2 BHK,18-Jul,2,1,1,Sryalan,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,4722000,1152,Kengeri,2 BHK,Ready To Move,2,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,4586000,1119,Kengeri,3 BHK,Ready To Move,3,1,1,Soitya ,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,4582000,1118,Kengeri,3 BHK,Ready To Move,3,1,1,G conTh,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Plot  Area,6787000,1656,Kengeri,4 Bedroom,Ready To Move,4,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,9319000,1629,Horamavu,3 BHK,Ready To Move,2,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6892000,1237,Horamavu,2 BHK,18-May,2,1,1,SStusan,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,9277000,1275,Bommanahalli,3 BHK,Ready To Move,3,1,1,ETens G,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,11600000,1615,Bommanahalli,4 Bedroom,Ready To Move,4,1,1,,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,10900000,1515,Bommanahalli,3 BHK,Ready To Move,3,1,1,Hohnari,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,10500000,1455,Bommanahalli,2 BHK,18-Dec,2,1,1,Kinuerg,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,9859000,1360,Bommanahalli,3 BHK,Ready To Move,2,1,1,Naods W,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,6973999,1409,Ramamurthy Nagar,3 BHK,Ready To Move,2,1,0,GMown E,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,5705000,1139,Ramamurthy Nagar,2 BHK,Ready To Move,2,1,0,GMown E,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,5772000,1154,Ramamurthy Nagar,3 BHK,Ready To Move,2,1,0,Sancyra,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,6720999,1353,Ramamurthy Nagar,6 BHK,Ready To Move,6,1,0,,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,6761000,1362,Ramamurthy Nagar,1 BHK,Ready To Move,1,1,0,Jae 1hu,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,5677000,1133,Ramamurthy Nagar,2 BHK,18-Apr,2,1,0,Prarkun,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,5384000,1068,Ramamurthy Nagar,3 BHK,Ready To Move,2,1,0,GMown E,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,9141000,1540,Whitefield Hope Farm Junction,3 BHK,Ready To Move,3,1,1,Srshq T,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Plot  Area,9522000,1610,Whitefield Hope Farm Junction,3 Bedroom,Ready To Move,3,1,1,,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Plot  Area,10000000,1715,Whitefield Hope Farm Junction,5 Bedroom,Ready To Move,3,1,1,,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Plot  Area,7211000,1195,Whitefield Hope Farm Junction,1 Bedroom,Ready To Move,1,1,1,,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super built-up  Area,8514000,1425,Whitefield Hope Farm Junction,1 BHK,Ready To Move,1,1,1,Utntspa,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Built-up  Area,10300000,1760,Whitefield Hope Farm Junction,2 BHK,Ready To Move,1,1,1,GMown E,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super built-up  Area,7783000,1300,Whitefield Hope Farm Junction,2 BHK,Ready To Move,2,1,1,Aniona ,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super built-up  Area,7429000,1235,Whitefield Hope Farm Junction,3 BHK,Ready To Move,3,1,1,Goateds,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super built-up  Area,7809999,1305,Whitefield Hope Farm Junction,3 BHK,Ready To Move,3,1,1,Soitya ,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super built-up  Area,3506000,660,Electronic City Phase 1,3 BHK,21-Jun,3,1,1,Saahaat,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,6250000,1120,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,GMown E,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plot  Area,6250000,1120,Electronic City Phase 1,3 Bedroom,Ready To Move,3,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,3797999,715,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,3797999,715,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,GMown E,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,5034000,910,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,MCvarar,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,5034000,910,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,VRave E,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,7897000,1430,Electronic City Phase 1,4 Bedroom,18-Dec,4,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7897000,1430,Electronic City Phase 1,3 BHK,Ready To Move,2,1,1,MaidoPl,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plot  Area,5327000,965,Electronic City Phase 1,4 Bedroom,Ready To Move,5,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plot  Area,5327000,965,Electronic City Phase 1,7 Bedroom,Ready To Move,7,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,8269000,1500,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,Aiitya ,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,8269000,1500,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,PuziaVe,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,5958000,1065,Electronic City Phase 1,2 BHK,Ready To Move,2,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,5958000,1065,Electronic City Phase 1,3 Bedroom,Ready To Move,3,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,6900000,1273,Yelahanka,3 BHK,Ready To Move,3,1,1,NRosete,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,9700000,1705,Yelahanka,2 BHK,Ready To Move,2,1,1,,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,7300000,1304,Yelahanka,2 BHK,Ready To Move,2,1,1,,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,9180000,1700,Anjanapura,3 BHK,Ready To Move,2,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,6986000,1277,Carmelaram,2 BHK,Ready To Move,2,1,1,Sancya ,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6081000,1111,Carmelaram,2 BHK,Ready To Move,2,1,1,,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,7891000,1443,Carmelaram,3 BHK,Ready To Move,2,1,1,MSingco,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6070000,1109,Carmelaram,3 BHK,Ready To Move,2,1,1,Pyikad ,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,5961000,1089,Carmelaram,3 BHK,Ready To Move,3,1,1,CaIRSCr,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,8442000,1544,Carmelaram,2 BHK,Ready To Move,2,1,1,Prcesvy,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,9003000,1647,Carmelaram,2 BHK,Ready To Move,2,1,1,,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Plot  Area,5923000,1082,Carmelaram,4 Bedroom,Ready To Move,6,1,1,,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6174000,1128,Carmelaram,4 BHK,20-May,4,1,1,,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,5994000,1095,Carmelaram,3 BHK,Ready To Move,3,1,1,Emstael,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,8180000,1496,Carmelaram,3 BHK,18-Jun,3,1,1,,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,7662000,1401,Carmelaram,3 BHK,Ready To Move,3,1,1,SNdri N,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,8763000,1538,Horamavu,3 BHK,Ready To Move,3,1,1,HodhiSa,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,8957000,1573,Horamavu,2 BHK,Ready To Move,2,1,1,Syonyph,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,6581000,1181,Horamavu,6 Bedroom,Ready To Move,6,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,9640000,1687,Horamavu,1 BHK,Ready To Move,1,1,1,Itvir M,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6664000,1196,Horamavu,3 BHK,Ready To Move,3,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,6631000,1190,Horamavu,3 BHK,18-Dec,3,1,1,Klark L,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,10000000,1766,Horamavu,3 BHK,Ready To Move,3,1,1,Klark L,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,9879000,1730,Horamavu,3 BHK,Ready To Move,2,1,1,Piityra,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Built-up  Area,8529000,1532,Horamavu,4 BHK,Ready To Move,4,1,1,,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super built-up  Area,7252000,1305,Jalahalli,2 BHK,19-Mar,2,1,1,AsastDe,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,9037000,1645,Jalahalli,3 BHK,19-Dec,,1,1,Jurdsig,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7298000,1315,Jalahalli,3 BHK,Ready To Move,4,1,1,MacleK ,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,10400000,1950,Jalahalli,2 BHK,Ready To Move,2,1,1,Brnia G,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plot  Area,9520000,1750,Jalahalli,2 Bedroom,Ready To Move,2,1,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7229000,1300,Jalahalli,3 BHK,Ready To Move,3,1,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,9887000,1830,Jalahalli,2 BHK,19-Aug,2,1,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,10300000,1935,Jalahalli,2 BHK,Ready To Move,2,1,1,PrityTr,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7159999,1285,Jalahalli,2 BHK,Ready To Move,2,1,1,AlEcone,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,10700000,2010,Jalahalli,2 BHK,Ready To Move,2,1,1,Laowsba,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Built-up  Area,8900000,1615,Jalahalli,2 BHK,Ready To Move,2,1,1,Saave R,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,9382000,1720,Jalahalli,2 BHK,Ready To Move,2,1,1,Anave S,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7344000,1325,Jalahalli,3 BHK,Ready To Move,2,1,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,7091000,1270,Jalahalli,2 BHK,18-Apr,2,1,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super built-up  Area,6279000,1320,Kasavanahalli,3 BHK,21-Jun,3,1,1,Saityat,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,5306000,1100,Kasavanahalli,5 Bedroom,Ready To Move,5,1,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Built-up  Area,6655000,1405,Kasavanahalli,2 BHK,Ready To Move,2,1,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,5195000,1075,Kasavanahalli,1 BHK,18-Aug,1,1,1,SunceEs,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Plot  Area,5483000,1140,Kasavanahalli,8 Bedroom,Ready To Move,8,1,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,5527000,1150,Kasavanahalli,1 BHK,18-Sep,1,1,1,SunceEs,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,6412000,1350,Kasavanahalli,3 BHK,Ready To Move,3,1,1,SJcerpe,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,6036000,1265,Kasavanahalli,2 BHK,Ready To Move,2,1,1,Supams ,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Plot  Area,4930000,1015,Kasavanahalli,3 Bedroom,Ready To Move,3,1,1,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,6611000,1395,Kasavanahalli,2 BHK,Ready To Move,2,1,1,CoapeSo,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Super built-up  Area,5173000,1070,Kasavanahalli,3 BHK,Ready To Move,3,1,1,Bisic C,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
