id,area_type,price,total_sqft,location,size,availability,bath,balcony,society,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,LandscapedGardens,ATM,School,CarParking,Hospital,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea
129,Super built-up  Area,3199000,675,Dwarka Mor,2 BHK,Ready To Move,1,1,NAmes,1966,1966,7,2006,60,69,660,688,0,0,0,0,1,0,6,5,266,512,0,148,660,660,688,0,1348
130,Plot  Area,4099000,765,Dwarka Mor,7 Bedroom,Ready To Move,1,1,NAmes,1958,1991,7,2006,20,69,1053,0,0,0,0,0,1,0,5,7,85,567,28,413,1008,1053,0,0,1053
131,Built-up  Area,5499000,900,Dwarka Mor,3 BHK,Ready To Move,1,1,NAmes,1966,1966,5,2006,60,88,1216,941,0,0,0,0,0,0,7,6,309,445,0,479,924,1216,941,0,2157
132,Plot  Area,3399000,720,Dwarka Mor,3 Bedroom,Ready To Move,2,1,Gilbert,2000,2000,7,2009,60,NA,1022,1032,0,0,0,0,0,0,6,5,40,695,0,297,992,1022,1032,0,2054
133,Super built-up  Area,2349000,450,Dwarka Mor,2 BHK,Ready To Move,2,1,NAmes,1959,2002,7,2007,20,75,1327,0,0,0,0,0,0,0,5,6,0,405,0,658,1063,1327,0,0,1327
134,Plot  Area,5999000,990,Dwarka Mor,4 Bedroom,Ready To Move,1,1,Timber,2001,2002,6,2009,20,NA,1296,0,0,0,0,0,0,0,8,5,136,1005,0,262,1267,1296,0,0,1296
135,Super built-up  Area,3199000,675,Dwarka Mor,3 BHK,Ready To Move,2,1,Sawyer,1968,1993,7,2006,20,78,1721,0,0,0,0,0,0,0,5,6,0,570,0,891,1461,1721,0,0,1721
136,Built-up  Area,4099000,765,Dwarka Mor,2 BHK,Ready To Move,2,1,NWAmes,1970,1970,5,2008,20,80,1682,0,0,0,0,0,0,0,7,6,288,0,0,1304,1304,1682,0,0,1682
137,Super built-up  Area,5499000,900,Dwarka Mor,2 BHK,18-Aug,2,0,NAmes,1967,1967,7,2007,20,NA,1214,0,0,0,0,0,1,0,5,5,196,695,0,519,1214,1214,0,0,1214
138,Super built-up  Area,3399000,720,Dwarka Mor,2 BHK,19-Mar,2,1,Mitchel,1988,1989,7,2006,90,82,1959,0,0,0,0,0,1,0,7,5,70,0,0,1907,1907,1959,0,0,1959
139,Super built-up  Area,2299000,450,Dwarka Mor,3 BHK,18-May,3,1,CollgCr,1999,2000,12,2008,60,73,1004,848,0,0,0,0,1,0,8,5,320,668,0,336,1004,1004,848,0,1852
140,Super built-up  Area,6000000,990,Dwarka Mor,3 BHK,19-Jan,2,1,CollgCr,1997,1997,8,2009,60,65,928,836,0,0,0,0,1,0,6,5,0,821,0,107,928,928,836,0,1764
141,Built-up  Area,3199000,675,Dwarka Mor,8 Bedroom,Ready To Move,2,1,NAmes,1971,1971,4,2010,20,70,864,0,0,0,0,0,1,0,4,5,0,432,0,432,864,864,0,0,864
142,Super built-up  Area,4099000,765,Dwarka Mor,5 BHK,19-Dec,1,1,CollgCr,2005,2005,1,2006,20,78,1734,0,0,0,0,0,1,0,7,5,0,1300,0,434,1734,1734,0,0,1734
143,Super built-up  Area,18900000,2150,Sector 11 Dwarka,3 BHK,Ready To Move,2,1,NAmes,1952,1952,6,2010,50,71,910,475,0,0,0,0,0,0,5,4,0,507,0,403,910,910,475,0,1385
144,Super built-up  Area,17400000,1950,Sector 4 Dwarka,2 BHK,Ready To Move,2,1,CollgCr,1999,1999,6,2009,20,78,1501,0,0,0,0,0,0,0,7,5,183,679,0,811,1490,1501,0,0,1501
145,Super built-up  Area,13400000,1650,Sector 2 Dwarka,2 BHK,17-Jul,2,1,Sawyer,1963,1963,11,2006,90,70,1728,0,1,1,0,0,0,0,5,5,336,1332,0,396,1728,1728,0,0,1728
146,Super built-up  Area,16399999,1750,Sector 22 Dwarka,7 BHK,Ready To Move,2,0,Edwards,2004,2006,4,2006,160,24,970,739,0,0,0,0,0,0,6,5,50,0,0,970,970,970,739,0,1709
147,Super built-up  Area,19200000,2250,Sector 4 Dwarka,3 BHK,Ready To Move,2,0,BrkSide,1931,1993,11,2009,30,51,875,0,0,0,0,0,0,0,5,7,0,209,0,506,715,875,0,0,875
148,Super built-up  Area,2300000,410,Uttam Nagar,2 BHK,Ready To Move,1,0,Gilbert,2001,2001,5,2010,60,NA,884,1151,0,0,0,0,1,0,7,5,180,0,0,884,884,884,1151,0,2035
149,Super built-up  Area,2600000,450,Uttam Nagar,3 BHK,Ready To Move,2,0,SawyerW,2004,2005,4,2008,20,63,1080,0,0,0,0,0,1,0,7,5,120,680,0,400,1080,1080,0,0,1080
150,Plot  Area,5800000,750,Uttam Nagar,6 Bedroom,Ready To Move,1,0,BrkSide,1936,1950,4,2006,50,NA,896,448,0,0,0,0,1,0,5,4,0,0,0,896,896,896,448,0,1344
151,Super built-up  Area,5000000,700,Uttam Nagar,3 BHK,19-Apr,1,0,CollgCr,1975,1975,1,2007,20,120,969,0,0,0,0,0,1,0,5,6,0,716,0,253,969,969,0,0,969
152,Super built-up  Area,4500000,650,Uttam Nagar,2 BHK,Ready To Move,1,0,NridgHt,2007,2008,1,2008,20,107,1710,0,0,0,0,0,1,0,8,5,436,1400,0,310,1710,1710,0,0,1710
153,Super built-up  Area,17000000,1450,Sarita Vihar,3 BHK,18-May,2,0,NWAmes,1971,1971,6,2006,60,NA,1097,896,0,0,0,0,1,0,6,5,252,416,0,409,825,1097,896,0,1993
154,Super built-up  Area,13500000,1400,Sarita Vihar,3 BHK,Ready To Move,2,1,ClearCr,1960,1975,3,2008,20,NA,1252,0,0,0,0,0,1,0,6,7,0,429,1080,93,1602,1252,0,0,1252
155,Super built-up  Area,13000000,1150,Sarita Vihar,2 BHK,Ready To Move,1,1,OldTown,1923,1950,3,2006,30,84,1200,0,0,0,0,0,1,0,6,5,0,0,0,1200,1200,1200,0,0,1200
156,Super built-up  Area,18300000,1550,Sarita Vihar,2 BHK,18-Jul,1,1,Edwards,1924,1950,4,2008,50,60,572,524,0,0,0,0,1,0,6,5,0,0,0,572,572,572,524,0,1096
157,Super built-up  Area,18000000,1500,Sarita Vihar,2 BHK,Ready To Move,1,1,NAmes,1950,1950,6,2006,20,60,1040,0,0,0,0,0,1,0,5,7,0,0,0,0,0,1040,0,0,1040
158,Super built-up  Area,17000000,1550,Sarita Vihar,3 BHK,Ready To Move,1,1,Timber,2009,2010,5,2010,60,92,774,1194,0,0,0,0,0,0,8,5,84,0,0,774,774,774,1194,0,1968
159,Super built-up  Area,19000000,1500,Sarita Vihar,3 BHK,Ready To Move,2,1,Somerst,2004,2005,5,2010,60,100,991,956,1,0,0,0,0,0,7,5,0,222,0,769,991,991,956,0,1947
160,Plot  Area,18000000,1450,Sarita Vihar,4 Bedroom,Ready To Move,2,1,Gilbert,2005,2006,3,2006,60,134,1392,1070,0,0,0,0,0,0,7,5,456,57,0,1335,1392,1392,1070,0,2462
161,Built-up  Area,14000000,1200,Sarita Vihar,3 BHK,Ready To Move,2,1,Veenker,1984,1984,6,2008,20,NA,1232,0,0,0,0,0,0,0,6,6,0,660,0,572,1232,1232,0,0,1232
162,Super built-up  Area,4500000,500,Jasola,2 BHK,18-May,2,1,NridgHt,2003,2004,3,2008,60,110,1572,1096,0,0,0,0,1,0,9,5,664,1016,0,556,1572,1572,1096,0,2668
163,Super built-up  Area,16000000,1800,Sector 6 Dwarka,3 BHK,Ready To Move,2,1,NridgHt,2005,2005,5,2010,20,95,1541,0,0,0,0,0,0,0,7,5,226,1201,0,340,1541,1541,0,0,1541
164,Built-up  Area,15500000,1700,Sector 4 Dwarka,4 Bedroom,Ready To Move,2,1,OldTown,1956,1956,4,2007,45,55,882,0,1,0,0,0,0,0,4,6,0,0,0,882,882,882,0,0,882
165,Super built-up  Area,16000000,1800,Sector 13 Dwarka,3 BHK,Ready To Move,1,1,OldTown,1926,2004,10,2007,40,40,1149,467,1,0,0,0,0,0,6,7,0,370,0,779,1149,1149,467,0,1616
166,Super built-up  Area,24000000,2000,Sector 13 Dwarka,2 BHK,18-Dec,2,1,Edwards,1940,1999,9,2008,190,62,808,547,1,1,0,0,0,0,5,7,0,351,181,112,644,808,547,0,1355
167,Super built-up  Area,18000000,1900,Sector 13 Dwarka,3 BHK,Ready To Move,2,1,ClearCr,1955,1993,11,2009,20,NA,1867,0,1,0,0,0,1,0,5,5,0,379,768,470,1617,1867,0,0,1867
168,Super built-up  Area,16000000,1800,Sector 6 Dwarka,3 BHK,Ready To Move,1,1,NridgHt,2007,2007,11,2007,60,86,1610,551,1,0,0,0,0,0,8,5,300,1288,0,294,1582,1610,551,0,2161
169,Built-up  Area,15500000,1700,Sector 13 Dwarka,2 BHK,Ready To Move,1,1,Gilbert,2004,2004,5,2007,60,62,840,880,1,1,1,0,1,0,7,5,0,0,0,840,840,840,880,0,1720
170,Built-up  Area,18000000,1900,Sector 13 Dwarka,3 BHK,Ready To Move,2,1,Timber,1981,1981,1,2006,20,NA,1707,0,1,0,0,0,0,0,8,6,653,0,0,1686,1686,1707,0,0,1707
171,Super built-up  Area,17000000,1800,Sector 7 Dwarka,6 BHK,Ready To Move,2,1,OldTown,1941,1950,5,2007,50,NA,854,0,1,0,0,0,1,0,5,6,0,360,0,360,720,854,0,528,1382
172,Super built-up  Area,19500000,1900,Sector 7 Dwarka,1 BHK,Ready To Move,1,1,NAmes,1960,1960,5,2010,20,141,1656,0,0,0,0,0,0,0,6,5,112,639,0,441,1080,1656,0,0,1656
173,Super built-up  Area,16500000,1800,Sector 5 Dwarka,2 BHK,18-Apr,1,1,StoneBr,1987,1987,6,2006,160,44,1064,703,1,1,0,0,0,0,7,7,0,495,215,354,1064,1064,703,0,1767
174,Super built-up  Area,15500000,1800,Sector 12 Dwarka,3 BHK,Ready To Move,2,1,NAmes,1961,1961,6,2008,20,80,1362,0,0,0,1,1,1,1,6,5,491,288,374,700,1362,1362,0,0,1362
175,Super built-up  Area,17500000,2100 - 2850,Sector 12 Dwarka,3 BHK,Ready To Move,1,1,Timber,1986,1986,11,2008,20,47,1651,0,0,0,0,0,0,0,6,5,132,1398,208,0,1606,1651,0,0,1651
176,Plot  Area,4700000,820,Dwarka Mor,3 Bedroom,Ready To Move,2,1,Edwards,1950,2001,6,2007,20,84,2158,0,0,0,0,0,1,0,6,7,0,477,0,725,1202,2158,0,0,2158
177,Plot  Area,2700000,625,Dwarka Mor,5 Bedroom,Ready To Move,2,1,ClearCr,1988,1989,9,2007,60,97,1164,896,0,0,0,0,1,0,6,5,268,831,0,320,1151,1164,896,0,2060
178,Plot  Area,2400000,525,Dwarka Mor,1 Bedroom,Ready To Move,2,1,Sawyer,1958,1958,7,2006,50,NA,1252,668,0,0,0,0,1,0,5,5,0,57,441,554,1052,1252,668,0,1920
179,Super built-up  Area,3500000,750,Dwarka Mor,1 BHK,Ready To Move,2,1,StoneBr,2008,2009,7,2009,20,63,2234,0,0,0,0,0,1,0,9,5,748,1904,0,312,2216,2234,0,0,2234
180,Built-up  Area,4200000,850,Dwarka Mor,2 BHK,Ready To Move,2,1,OldTown,1923,2006,7,2007,30,60,968,0,0,0,0,0,1,0,5,6,0,0,0,968,968,968,0,0,968
181,Super built-up  Area,16500000,1700,Sector 22 Dwarka,2 BHK,Ready To Move,1,1,Somerst,2000,2000,6,2007,160,NA,769,756,0,1,0,0,1,0,6,5,456,436,0,320,756,769,756,0,1525
182,Super built-up  Area,16800000,1900,Sector 6 Dwarka,3 BHK,Ready To Move,2,1,Crawfor,1920,1950,7,2006,70,54,901,901,1,0,0,0,0,0,7,6,0,352,0,441,793,901,901,0,1802
183,Super built-up  Area,13799999,1700,Sector 9 Dwarka,3 BHK,Ready To Move,1,1,Edwards,1957,2006,6,2007,20,60,1340,0,0,0,0,0,0,0,5,6,98,0,0,0,0,1340,0,0,1340
184,Super built-up  Area,13000000,1700,Sector 9 Dwarka,3 BHK,21-Jun,1,1,OldTown,2003,2003,6,2008,50,63,1362,720,0,0,0,0,0,0,7,5,0,0,0,1362,1362,1362,720,0,2082
185,Super built-up  Area,13000000,1700,Sector 9 Dwarka,2 BHK,Ready To Move,2,1,BrkSide,1908,1991,6,2006,50,92,936,316,1,0,0,0,0,0,5,8,0,0,0,504,504,936,316,0,1252
186,Plot  Area,10500000,1400,Sector 7 Dwarka,3 Bedroom,Ready To Move,1,1,OldTown,1892,1993,6,2006,75,90,1518,1518,1,0,0,0,1,0,10,9,0,0,0,1107,1107,1518,1518,572,3608
187,Super built-up  Area,19000000,1900,Sector 13 Dwarka,2 BHK,Ready To Move,2,1,Mitchel,1990,1991,6,2009,80,NA,1217,0,1,1,0,0,0,0,7,5,0,611,0,577,1188,1217,0,0,1217
188,Built-up  Area,13000000,1700,Sector 4 Dwarka,2 BHK,Ready To Move,2,1,OldTown,1916,1987,8,2009,50,60,808,704,0,0,0,0,0,0,5,7,0,0,0,660,660,808,704,144,1656
189,Super built-up  Area,13000000,1700,Sector 4 Dwarka,2 BHK,Ready To Move,2,1,SawyerW,1979,1979,6,2009,90,64,1224,0,1,0,0,0,0,0,5,5,275,1086,0,0,1086,1224,0,0,1224
190,Super built-up  Area,18000000,1900,Sector 13 Dwarka,2 BHK,Ready To Move,0,1,StoneBr,2001,2002,8,2008,120,41,1593,0,1,0,0,0,1,0,8,5,0,1153,0,440,1593,1593,0,0,1593
191,Built-up  Area,19000000,1900,Sector 13 Dwarka,4 Bedroom,18-Dec,1,1,Crawfor,1932,1994,12,2007,70,70,1549,1178,1,1,1,0,1,0,8,8,0,297,0,556,853,1549,1178,0,2727
192,Super built-up  Area,19500000,1900,Sector 7 Dwarka,3 BHK,Ready To Move,2,1,NAmes,1972,2004,6,2007,60,NA,725,754,1,0,0,0,0,0,7,9,138,626,0,99,725,725,754,0,1479
193,Plot  Area,18500000,1800,Sector 2 Dwarka,4 Bedroom,Ready To Move,1,1,CollgCr,1999,1999,9,2009,20,68,1431,0,1,0,0,0,1,0,7,5,0,560,0,871,1431,1431,0,0,1431
194,Plot  Area,14500000,1800,Sector 2 Dwarka,7 Bedroom,Ready To Move,2,1,Edwards,2004,2004,5,2006,160,24,970,739,0,0,0,0,0,0,7,5,50,0,0,970,970,970,739,0,1709
195,Super built-up  Area,14500000,1800,Sector 2 Dwarka,2 BHK,Ready To Move,2,1,CollgCr,1972,1972,5,2008,20,60,864,0,0,1,0,0,1,0,5,7,0,390,0,474,864,864,0,0,864
196,Super built-up  Area,14500000,1800,Sector 2 Dwarka,2 BHK,Ready To Move,1,1,NPkVill,1976,1976,7,2009,160,24,855,601,1,1,0,0,1,0,6,6,0,566,0,289,855,855,601,0,1456
197,Super built-up  Area,15800000,1800,Sector 2 Dwarka,2 BHK,Ready To Move,2,1,Somerst,2007,2007,9,2007,20,79,1726,0,1,0,0,0,0,0,7,5,205,1126,0,600,1726,1726,0,0,1726
198,Built-up  Area,14500000,1800,Sector 2 Dwarka,3 Bedroom,Ready To Move,2,1,NAmes,1918,1990,3,2006,75,174,1360,1360,1,0,0,0,0,0,8,4,0,1036,184,140,1360,1360,1360,392,3112
199,Super built-up  Area,19000000,2000,Sector 2 Dwarka,3 BHK,Ready To Move,2,1,OldTown,1912,1950,7,2009,75,92,929,929,1,1,0,0,0,0,6,6,0,0,0,755,755,929,929,371,2229
200,Super built-up  Area,17000000,1900,Sector 10 Dwarka,2 BHK,Ready To Move,1,1,NridgHt,2004,2005,1,2009,20,76,1713,0,1,0,0,0,1,0,8,5,262,1088,0,625,1713,1713,0,0,1713
201,Super built-up  Area,13799999,1700,Sector 9 Dwarka,2 BHK,Ready To Move,2,1,Edwards,2003,2004,3,2010,20,80,1121,0,0,0,0,0,0,0,4,5,0,0,0,1121,1121,1121,0,0,1121
202,Super built-up  Area,15800000,1700,Sector 9 Dwarka,3 BHK,Ready To Move,2,1,Mitchel,1977,1977,2,2008,20,75,1279,0,1,1,0,0,0,0,6,6,0,641,279,276,1196,1279,0,0,1279
203,Built-up  Area,10000000,1100,Sector 7 Dwarka,2 BHK,Ready To Move,2,1,OldTown,1924,1950,5,2006,50,50,865,445,0,0,0,0,0,0,6,6,0,617,0,0,617,865,445,0,1310
204,Super built-up  Area,14500000,1700,Sector 6 Dwarka,2 BHK,Ready To Move,2,1,CollgCr,2004,2004,1,2008,120,NA,848,0,0,0,0,0,0,0,6,5,205,662,0,186,848,848,0,0,848
205,Built-up  Area,14500000,1700,Sector 6 Dwarka,3 BHK,Ready To Move,1,1,OldTown,1947,1950,4,2009,50,50,720,564,0,0,0,0,0,0,5,7,0,312,0,408,720,720,564,0,1284
206,Super built-up  Area,15500000,1600,Sector 10 Dwarka,3 BHK,Ready To Move,1,1,Gilbert,1990,1990,5,2009,20,99,1442,0,0,0,0,0,0,0,7,5,0,0,0,1424,1424,1442,0,0,1442
207,Super built-up  Area,15500000,1600,Sector 10 Dwarka,3 BHK,Ready To Move,2,1,Sawyer,1962,1962,3,2007,20,40,1696,0,1,0,1,1,1,1,5,5,0,0,0,1140,1140,1696,0,0,1696
208,Super built-up  Area,14500000,1500,Sector 4 Dwarka,2 BHK,Ready To Move,1,1,NAmes,1960,1960,4,2008,20,NA,1100,0,0,0,0,0,0,0,4,5,0,419,306,375,1100,1100,0,0,1100
209,Built-up  Area,14500000,1500,Sector 4 Dwarka,2 BHK,Ready To Move,1,1,SawyerW,1988,1989,4,2007,60,NA,1180,882,1,0,0,0,0,0,7,5,128,1065,0,92,1157,1180,882,0,2062
210,Plot  Area,16500000,1600,Sector 12 Dwarka,4 Bedroom,Ready To Move,2,1,NAmes,1964,1964,7,2008,20,75,1092,0,1,1,0,0,1,0,6,7,260,787,0,305,1092,1092,0,0,1092
211,Super built-up  Area,17200000,1800,Sector 22 Dwarka,4 BHK,20-May,1,1,Edwards,1925,1950,4,2008,30,67,864,0,1,0,0,0,0,0,5,6,0,468,0,396,864,864,0,0,864
212,Super built-up  Area,20900000,2200,Sector 11 Dwarka,3 BHK,Ready To Move,1,1,Edwards,2009,2009,3,2010,20,83,1212,0,0,0,0,0,0,0,6,5,0,36,0,1176,1212,1212,0,0,1212
213,Built-up  Area,19500000,1900,Sector 4 Dwarka,3 BHK,18-Jun,2,1,Somerst,2009,2009,7,2009,60,72,932,920,1,0,0,0,0,0,7,5,0,822,0,78,900,932,920,0,1852
214,Super built-up  Area,15800000,1700,Sector 13 Dwarka,3 BHK,Ready To Move,2,1,CollgCr,1995,1995,7,2006,20,43,990,0,1,0,0,0,0,0,5,5,0,716,0,274,990,990,0,0,990
215,Super built-up  Area,17000000,1800,Sector 23 Dwarka,3 BHK,Ready To Move,1,1,CollgCr,1977,1977,3,2010,60,NA,689,703,1,0,0,0,0,0,6,7,153,378,0,311,689,689,703,0,1392
216,Super built-up  Area,16000000,2000,Sector 22 Dwarka,2 BHK,Ready To Move,1,1,NAmes,1957,1996,5,2006,20,72,1236,0,0,0,0,0,0,0,5,6,64,360,0,710,1070,1236,0,0,1236
217,Built-up  Area,17500000,2000,Sector 23 Dwarka,6 Bedroom,Ready To Move,1,1,CollgCr,2004,2004,4,2008,20,65,1436,0,0,0,0,0,0,0,7,5,266,946,0,490,1436,1436,0,0,1436
218,Super built-up  Area,14900000,1800,Sector 23 Dwarka,1 BHK,Ready To Move,2,1,OldTown,1925,1950,9,2006,70,57,810,518,1,0,0,0,0,0,4,4,0,0,0,686,686,810,518,0,1328
219,Super built-up  Area,14500000,1900,Pochanpur Colony,3 BHK,Ready To Move,1,1,Crawfor,1939,2006,5,2008,50,NA,1137,817,1,0,0,0,0,0,7,9,312,341,0,457,798,1137,817,0,1954
220,Super built-up  Area,17000000,1600,Sector 22 Dwarka,3 BHK,18-Dec,1,1,Blmngtn,2005,2006,3,2006,120,43,1248,0,1,0,0,0,0,0,7,5,16,16,0,1232,1248,1248,0,0,1248
221,Super built-up  Area,14500000,1900,Pochanpur Colony,3 BHK,Ready To Move,2,1,CollgCr,2006,2006,4,2006,20,73,1498,0,1,0,0,0,0,0,7,5,0,0,0,1498,1498,1498,0,0,1498
222,Super built-up  Area,20000000,2400,Sector 11 Dwarka,3 BHK,Ready To Move,2,1,Gilbert,2002,2002,12,2009,60,NA,1010,1257,1,0,0,0,0,0,6,5,0,0,0,1010,1010,1010,1257,0,2267
223,Built-up  Area,14500000,1800,Sector 6 Dwarka,4 BHK,Ready To Move,2,1,NWAmes,1975,1975,2,2006,60,85,811,741,1,0,0,0,0,0,6,6,0,550,0,163,713,811,741,0,1552
224,Super built-up  Area,16500000,1800,Sector 11 Dwarka,2 BHK,19-Mar,2,1,NAmes,1971,1971,3,2009,20,70,864,0,1,0,0,0,0,0,4,6,0,524,180,160,864,864,0,0,864
225,Super built-up  Area,16000000,1800,Sector 11 Dwarka,3 BHK,19-Dec,1,1,NridgHt,2003,2003,6,2009,20,103,2392,0,1,0,0,0,0,0,10,5,922,56,0,2336,2392,2392,0,0,2392
226,Super built-up  Area,15500000,1700,Sector 11 Dwarka,3 BHK,Ready To Move,2,1,BrDale,1971,1971,5,2009,160,21,630,672,1,0,0,0,0,0,5,5,142,0,0,630,630,630,672,0,1302
227,Built-up  Area,23000000,2300,Sector 11 Dwarka,2 BHK,Ready To Move,2,1,NoRidge,1995,1995,6,2007,60,82,1214,1306,1,0,0,0,0,0,7,5,290,565,0,638,1203,1214,1306,0,2520
228,Plot  Area,19500000,2100,Sector 11 Dwarka,2 Bedroom,Ready To Move,2,1,BrDale,1970,1970,9,2008,160,21,483,504,0,0,0,0,0,0,6,6,127,321,0,162,483,483,504,0,987
229,Super built-up  Area,19500000,2100,Sector 11 Dwarka,3 BHK,Ready To Move,1,1,Sawyer,1967,1967,5,2010,20,70,912,0,1,0,0,0,0,0,5,5,0,842,0,70,912,912,0,0,912
230,Super built-up  Area,13500000,1700,Sector 11 Dwarka,2 BHK,19-Aug,1,1,Blmngtn,2005,2006,5,2009,120,43,1555,0,1,0,0,0,0,0,7,5,16,16,0,1357,1373,1555,0,0,1555
231,Super built-up  Area,16500000,2200,Sector 11 Dwarka,2 BHK,Ready To Move,2,1,NAmes,1959,1959,4,2010,20,73,1194,0,1,0,0,0,0,0,6,6,220,0,0,1194,1194,1194,0,0,1194
232,Super built-up  Area,17500000,2000,Sector 11 Dwarka,2 BHK,Ready To Move,1,1,NoRidge,1995,1996,7,2009,60,174,1490,1304,1,0,0,0,0,0,8,5,506,689,0,773,1462,1490,1304,0,2794
233,Super built-up  Area,17500000,2000,Sector 11 Dwarka,2 BHK,Ready To Move,2,1,BrDale,1972,1972,6,2006,160,21,483,504,0,0,0,0,0,0,6,5,297,0,0,483,483,483,504,0,987
234,Built-up  Area,14500000,1800,Sector 11 Dwarka,2 BHK,Ready To Move,1,1,CollgCr,1976,1976,2,2010,20,75,894,0,0,0,0,0,0,0,5,6,0,182,712,0,894,894,0,0,894
235,Super built-up  Area,18500000,2000,Sector 11 Dwarka,2 BHK,Ready To Move,1,1,Gilbert,2002,2002,5,2010,60,NA,860,1100,1,0,0,0,0,0,6,5,NA,625,0,235,860,860,1100,0,1960
236,Super built-up  Area,19000000,2000,Sector 11 Dwarka,3 BHK,Ready To Move,2,1,BrDale,1971,1971,8,2008,160,21,483,504,1,0,0,0,0,0,6,3,604,358,0,125,483,483,504,0,987
237,Super built-up  Area,22000000,2200,Sector 11 Dwarka,2 BHK,18-Apr,1,1,CollgCr,2004,2004,5,2010,20,65,1414,0,1,0,0,0,0,0,7,5,98,24,0,1390,1414,1414,0,0,1414
238,Super built-up  Area,27000000,3000,Sector 11 Dwarka,3 BHK,21-Jun,2,1,SawyerW,1993,2003,2,2010,60,NA,1014,730,1,0,0,0,0,0,7,7,0,402,0,594,996,1014,730,0,1744
239,Built-up  Area,22000000,2200,Sector 11 Dwarka,5 Bedroom,Ready To Move,2,1,NridgHt,2007,2007,12,2007,20,93,1694,0,1,0,0,0,0,0,8,5,254,0,0,1694,1694,1694,0,0,1694
240,Built-up  Area,19000000,2100,Sector 11 Dwarka,2 BHK,Ready To Move,2,1,Edwards,1945,1950,4,2010,50,52,798,689,1,0,0,0,0,0,6,4,0,94,0,641,735,798,689,0,1487
241,Super built-up  Area,15000000,1800,Sector 11 Dwarka,1 BHK,18-Aug,1,1,Somerst,2008,2008,4,2010,20,75,1566,0,1,0,0,0,0,0,8,5,36,1078,0,488,1566,1566,0,0,1566
242,Plot  Area,17500000,2600,Sector 23 Rohini,8 Bedroom,Ready To Move,2,1,OldTown,1945,1997,8,2007,30,40,866,0,0,0,0,0,1,0,5,9,0,329,0,357,686,866,0,0,866
243,Super built-up  Area,3500000,500,Sector 23 Rohini,1 BHK,18-Sep,1,1,OldTown,1900,1950,4,2006,50,63,889,551,0,0,0,0,1,0,5,4,0,0,0,540,540,889,551,0,1440
244,Super built-up  Area,2100000,360,Sector 23 Rohini,3 BHK,Ready To Move,1,1,SawyerW,1980,1980,4,2009,160,75,626,591,0,0,0,0,1,0,6,6,0,0,0,626,626,626,591,0,1217
245,Super built-up  Area,16000000,2250,Sector 23 Rohini,2 BHK,Ready To Move,1,1,SawyerW,1994,2002,5,2010,60,NA,1222,888,0,0,0,0,1,0,7,5,0,695,0,253,948,1222,888,0,2110
246,Plot  Area,2300000,400,Sector 23 Rohini,3 Bedroom,Ready To Move,2,1,NWAmes,1988,1988,6,2006,20,80,1872,0,0,0,0,0,1,0,7,5,102,929,0,916,1845,1872,0,0,1872
247,Super built-up  Area,4000000,650,Sector 23 Rohini,2 BHK,Ready To Move,2,1,OldTown,1910,1950,4,2006,190,69,908,1020,0,0,0,0,1,0,6,8,0,0,0,1020,1020,908,1020,0,1928
248,Super built-up  Area,14500000,2000,Sector 23 Rohini,3 BHK,Ready To Move,2,1,NAmes,1954,1954,6,2006,20,75,1375,0,0,0,0,0,1,0,6,5,0,0,0,1367,1367,1375,0,0,1375
249,Plot  Area,5300000,850,Sector 23 Rohini,3 Bedroom,17-May,1,1,CollgCr,2003,2003,9,2007,60,72,840,828,0,0,0,0,1,0,7,5,101,0,0,840,840,840,828,0,1668
250,Super built-up  Area,4500000,800,Sector 23 Rohini,3 BHK,Ready To Move,2,1,ClearCr,1958,2006,6,2007,50,NA,1444,700,0,0,0,0,1,0,6,7,472,697,0,747,1444,1444,700,0,2144
251,Super built-up  Area,9700000,1300,Sector 23 Rohini,2 BHK,Ready To Move,2,1,BrkSide,1940,1966,5,2010,30,55,1306,0,0,0,0,0,1,0,3,2,0,0,0,728,728,1306,0,0,1306
252,Built-up  Area,17000000,1800,Dwarka Mor,2 BHK,Ready To Move,1,1,Crawfor,2006,2007,12,2007,120,44,1625,0,1,0,0,0,0,0,8,5,481,1573,0,0,1573,1625,0,0,1625
253,Super built-up  Area,15500000,1800,Sector 10 Dwarka,2 BHK,Ready To Move,2,1,SawyerW,2004,2004,12,2008,60,65,798,842,1,0,0,0,0,0,6,5,0,0,0,798,798,798,842,0,1640
254,Super built-up  Area,15500000,1800,Sector 10 Dwarka,2 BHK,18-Jun,2,1,NAmes,1964,1991,10,2007,80,85,1302,0,1,0,0,0,0,0,6,7,108,270,580,452,1302,1302,0,0,1302
255,Built-up  Area,15800000,1800,Sector 10 Dwarka,2 Bedroom,Ready To Move,2,1,NAmes,1957,1957,6,2010,20,70,1314,0,1,0,1,1,1,1,5,6,0,922,0,392,1314,1314,0,0,1314
256,Plot  Area,14000000,1800,Sector 9 Dwarka,4 Bedroom,Ready To Move,1,1,Gilbert,1999,1999,2,2006,60,66,1005,1286,1,0,0,0,0,0,7,5,302,0,0,975,975,1005,1286,0,2291
